,YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
1893,2010,soccer player,6/30/2010,Athletics,Landon Donovan and Bob Bradley
1894,2010,soccer manager,6/30/2010,Athletics,Landon Donovan and Bob Bradley
1895,2010,actor,6/7/2010,Acting,John C. Reilly
1896,2010,author,6/8/2010,Media,Christopher Hitchens
1897,2010,Geneticist,6/9/2010,Academic,Spencer Wells
1898,2010,author,7/1/2010,Media,Jere Van Dyk
1899,2010,Author,7/26/2010,Media,William Rosen
1900,2010,journalist,7/27/2010,Media,Fareed Zakaria
1901,2010,writer,7/28/2010,Media,Robert O'Connell
1902,2010,actor,7/29/2010,Acting,Liev Schreiber
1903,2010,actor,7/5/2010,Acting,Denis Leary
1904,2010,actress,7/6/2010,Acting,Julianne Moore
1905,2010,writer,7/7/2010,Media,Daniel Okrent
1906,2010,Novelist,7/8/2010,Media,Marilynne Robinson
1907,2010,actor,8/10/2010,Acting,Jason Bateman
1908,2010,actress,8/11/2010,Acting,Laura Linney
1909,2010,rock band,8/12/2010,Musician,Arcade Fire
1910,2010,actress,8/16/2010,Acting,Emma Thompson
1911,2010,former us representative,8/17/2010,Politician,Dick Armey
1912,2010,author,8/18/2010,Media,Edward P. Kohn
1913,2010,actress,8/19/2010,Acting,Jennifer Aniston
1914,2010,Author,8/2/2010,Media,Mary Roach
1915,2010,Former Governor of Illinois,8/23/2010,Politician,Rod Blagojevich
1916,2010,journalist,8/24/2010,Media,Brian Williams
1917,2010,actress,8/25/2010,Acting,Drew Barrymore
1918,2010,Former Mayor of New York City,8/26/2010,Politician,Michael Bloomberg
1919,2010,actor,8/3/2010,Acting,Will Ferrell (The interview also featured Rob ...
1920,2010,journalist,8/4/2010,Media,Bruce B. Henderson
1921,2010,university professor,8/5/2010,Academic,Akbar Ahmed
1922,2010,actor,9/13/2010,Acting,Ben Affleck
1923,2010,Former British Prime Minister,9/14/2010,Politician,Tony Blair
1924,2010,actor,9/15/2010,Acting,Jon Hamm
1925,2010,president,9/16/2010,Politician,President Bill Clinton
1926,2010,presidnet,9/20/2010,Politician,President Jimmy Carter
1927,2010,actress,9/21/2010,Acting,Sigourney Weaver
1928,2010,actor,9/22/2010,Acting,Edward Norton
1929,2010,king,9/23/2010,Politician,H.M. Abdullah II
1930,2010,television host,9/27/2010,Media,Bill O'Reilly
1931,2010,author,9/28/2010,Media,Arianna Huffington
1932,2010,journalist,9/29/2010,Media,Linda Polman
1933,2010,singer-songwriter,9/30/2010,Musician,Justin Timberlake
1934,2010,Consultant,9/7/2010,Political Aide,Tim Gunn
1935,2010,United States Senator,9/8/2010,Politician,Tim Kaine
1936,2010,Columnist,9/9/2010,Media,Meghan McCain
1937,2011,actor,1/10/2011,Acting,Denis Leary
1938,2011,actor,1/11/2011,Acting,Colin Firth
1939,2011,Former Governor of Minnesota,1/12/2011,Politician,Tim Pawlenty
1940,2011,Film director,1/13/2011,Media,Ron Howard
1941,2011,Broadcaster,1/17/2011,Media,Peter Bergen
1942,2011,Astrophysicist,1/18/2011,Science,Neil deGrasse Tyson
1943,2011,Baseball player,1/19/2011,Athletics,Paul Clemens
1944,2011,political satirist,1/20/2011,Media,Kambiz Hosseini and Saman Arbabi
1945,2011,journalist,1/20/2011,Media,Kambiz Hosseini and Saman Arbabi
1946,2011,author,1/24/2011,Media,Anand Giridharadas
1947,2011,actor,1/25/2011,Acting,James Franco
1948,2011,journalist,1/26/2011,Media,Jonathan Alter
1949,2011,Business magnate,1/27/2011,Business,T. Boone Pickens
1950,2011,actor,1/3/2011,Acting,Paul Giamatti
1951,2011,busines magnate,1/31/2011,Business,Bill Gates
1952,2011,United States Senator,1/4/2011,Politician,Kirsten Gillibrand
1953,2011,internet entrepreneur,1/5/2011,Business,Jimmy Wales
1954,2011,Stand-up comedian,1/6/2011,Comedy,Patton Oswalt
1955,2011,journalist,10/17/2011,Media,Ellen Schultz
1956,2011,journalist,10/18/2011,Media,Calvin Trillin
1957,2011,minister,10/19/2011,Clergy,Al Sharpton
1958,2011,Journalist,10/20/2011,Media,Richard Brookhiser
1959,2011,Puppeteer,10/24/2011,Media,Kevin Clash
1960,2011,Writer,10/25/2011,Media,Walter Isaacson
1961,2011,physicist,10/26/2011,Science,Lisa Randall
1962,2011,legal analyst,10/27/2011,Misc,Andrew Napolitano
1963,2011,journalist,10/3/2011,Media,Thomas Friedman
1964,2011,actress,10/31/2011,Acting,Mindy Kaling
1965,2011,Author,10/4/2011,Media,Michael Lewis
1966,2011,actor,10/5/2011,Acting,Hugh Jackman
1967,2011,actor,10/6/2011,Acting,Jason Sudeikis
1968,2011,former us secretary of state,11/1/2011,Politician,Condoleezza Rice
1969,2011,actor,11/10/2011,Acting,Adam Sandler
1970,2011,peace activist,11/14/2011,Advocacy,Leymah Gbowee
1971,2011,Astronaut,11/15/2011,Science,Mark Kelly
1972,2011,film actress,11/16/2011,Acting,Diane Keaton
1973,2011,Director,11/17/2011,Media,Martin Scorsese
1974,2011,Journalist,11/2/2011,Media,Tom Brokaw
1975,2011,Author,11/28/2011,Media,Merrill Markoe
1976,2011,actress,11/29/2011,Acting,Betty White
1977,2011,singer-songwriter,11/3/2011,Musician,Brad Paisley
1978,2011,singer-songwriter,11/30/2011,Musician,Bono
1979,2011,actor,11/7/2011,Acting,Clint Eastwood
1980,2011,us president,11/8/2011,Politician,Bill Clinton
1981,2011,Minority Leader of the United States House of ...,11/9/2011,Politician,Nancy Pelosi
1982,2011,sportscaster,12/1/2011,Media,Bob Costas
1983,2011,chef,12/12/2011,Misc,Anne Burrell
1984,2011,academic,12/13/2011,Academic,Lawrence Lessig
1985,2011,us official,12/14/2011,Government,Melody Barnes
1986,2011,actor,12/15/2011,Acting,Matt Damon
1987,2011,photojournalist,12/5/2011,Media,Ben Lowy
1988,2011,actor,12/6/2011,Acting,Jonah Hill
1989,2011,actor,12/7/2011,Acting,Ralph Fiennes
1990,2011,political figure,12/8/2011,Politician,Ed Gillespie
1991,2011,Former Lieutenant Governor of Maryland,2/1/2011,Politician,Michael Steele
1992,2011,economist,2/14/2011,Academic,Edward Glaeser
1993,2011,actress,2/15/2011,Acting,January Jones
1994,2011,journalist,2/16/2011,Media,Brian Williams
1995,2011,political figure,2/17/2011,Politician,Ed Gillespie
1996,2011,actor,2/2/2011,Acting,Matthew Perry
1997,2011,journalist,2/21/2011,Media,Lisa Ling
1998,2011,journalist,2/22/2011,Media,Anderson Cooper
1999,2011,former secretary of defense,2/23/2011,Politician,Donald Rumsfeld
2000,2011,economist,2/24/2011,Academic,Austan Goolsbee
2001,2011,radio personality,2/28/2011,Media,Howard Stern
2002,2011,ADMIRAL,2/3/2011,Military,Admiral Michael Mullen
2003,2011,prince,3/1/2011,Politician,Prince Zeid Ra'ad
2004,2011,actor,3/10/2011,Acting,Trey Parker & Matt Stone
2005,2011,actor,3/10/2011,Acting,Trey Parker & Matt Stone
2006,2011,professor,3/2/2011,Academic,Allison Stanger
2007,2011,Author,3/21/2011,Media,Sarah Vowell
2008,2011,author,3/22/2011,Media,T.J. English
2009,2011,Comedian,3/23/2011,Comedy,Richard Lewis
2010,2011,news anchor,3/24/2011,Media,Bret Baier
2011,2011,professor,3/28/2011,Academic,Dr. Mansour El-Kikhia[4]
2012,2011,physician,3/29/2011,Science,Dr. Miguel Angelo Laporta Nicolelis[6]
2013,2011,historian,3/3/2011,Academic,Diane Ravitch
2014,2011,actor,3/30/2011,Acting,Jake Gyllenhaal[8]
2015,2011,Stand-up comedian,3/31/2011,Comedy,Norm Macdonald[10]
2016,2011,United States Senate member,3/7/2011,Politician,Rand Paul
2017,2011,author,3/8/2011,Media,Brian Christian
2018,2011,film actor,3/9/2011,Acting,Aaron Eckhart
2019,2011,rock band,4/11/2011,Musician,Foo Fighters
2020,2011,former governor of massachusetts,4/12/2011,Politician,Deval Patrick
2021,2011,actor,4/13/2011,Acting,Tracy Morgan
2022,2011,Comedian,4/14/2011,Comedy,Ricky Gervais
2023,2011,journalist,4/25/2011,Media,Gigi Ibrahim
2024,2011,us senator,4/26/2011,Politician,Elizabeth Warren
2025,2011,us senator,4/27/2011,Politician,Bernie Sanders
2026,2011,writer,4/28/2011,Media,William Cohan
2027,2011,actor,4/4/2011,Acting,Billy Crystal
2028,2011,stand-up comedian,4/5/2011,Comedy,Colin Quinn
2029,2011,Former Governor of Arkansas,4/6/2011,Politician,Mike Huckabee
2030,2011,celbrity chef,4/7/2011,Misc,Jamie Oliver
2031,2011,actor,5/10/2011,Acting,Will Ferrell
2032,2011,actor,5/11/2011,Acting,Albert Brooks
2033,2011,actress,5/12/2011,Acting,Kristen Wiig
2034,2011,journalist,5/16/2011,Media,Jon Ronson
2035,2011,journalist,5/17/2011,Media,Annie Jacobsen
2036,2011,Historian,5/18/2011,Academic,Richard Beeman
2037,2011,EPA administrator,5/19/2011,Government,Lisa P. Jackson
2038,2011,Lawyer,5/2/2011,Misc,Philip K. Howard
2039,2011,television host,5/3/2011,Media,Rachel Maddow
2040,2011,comedian,5/31/2011,Comedy,Jimmy Fallon[12]
2041,2011,author,5/4/2011,Media,David Barton
2042,2011,editor,5/5/2011,Media,Jon Meacham
2043,2011,actress,5/9/2011,Acting,Keira Knightley
2044,2011,former white house press secretary,6/1/2011,Political Aide,Bill Moyers
2045,2011,journalist,6/13/2011,Media,Alex Prud'homme
2046,2011,director,6/14/2011,Media,J.J. Abrams
2047,2011,actor,6/15/2011,Acting,Trey Parker & Matt Stone
2048,2011,actor,6/15/2011,Acting,Trey Parker & Matt Stone
2049,2011,American football quarterback,6/2/2011,Athletics,Tim Tebow
2050,2011,Former Mayor of New Orleans,6/20/2011,Politician,Ray Nagin
2051,2011,actress,6/21/2011,Acting,Cameron Diaz
2052,2011,Professor,6/22/2011,Academic,Mitchell Zuckoff
2053,2011,journalist,6/23/2011,Media,Bruce Headlam
2054,2011,actress,6/27/2011,Acting,Jennifer Aniston
2055,2011,comedian,6/28/2011,Comedy,Louis C.K.
2056,2011,actor,6/29/2011,Acting,Tom Hanks
2057,2011,commentator,6/30/2011,Media,Bill Kristol
2058,2011,Journalist,6/6/2011,Media,Maziar Bahari
2059,2011,journalist,6/7/2011,Media,Fareed Zakaria
2060,2011,television host,6/8/2011,Media,Larry King
2061,2011,biographer,6/9/2011,Media,Howard Wasdin
2062,2011,actor,7/11/2011,Acting,Denis Leary
2063,2011,Singer,7/12/2011,Musician,Kid Rock
2064,2011,Economist,7/13/2011,Academic,Matthew Richardson
2065,2011,military,7/14/2011,Military,Leroy Petry
2066,2011,actor,7/18/2011,Acting,Daniel Radcliffe
2067,2011,Former President of Pakistan,7/19/2011,Politician,Pervez Musharraf
2068,2011,actor,7/20/2011,Acting,Steve Carell
2069,2011,author,7/21/2011,Media,Scott Miller
2070,2011,actor,7/25/2011,Acting,Neil Patrick Harris
2071,2011,journalist,7/26/2011,Media,Juan Williams
2072,2011,Film actress,7/27/2011,Acting,Rachel Weisz
2073,2011,Diplomat,7/28/2011,Government,Peter Tomsen
2074,2011,actress,8/1/2011,Acting,Freida Pinto
2075,2011,lawyer,8/10/2011,Misc,John Coffee
2076,2011,Journalist,8/11/2011,Media,Michael Wallis
2077,2011,television host,8/15/2011,Media,Ali Velshi
2078,2011,actor,8/16/2011,Acting,Matt Long
2079,2011,Former Lieutenant Governor of Maryland,8/17/2011,Politician,Michael Steele
2080,2011,actress,8/18/2011,Acting,Anne Hathaway
2081,2011,actor,8/2/2011,Acting,Jason Bateman
2082,2011,economist,8/3/2011,Academic,Austan Goolsbee
2083,2011,us senator,8/4/2011,Politician,Dick Durbin
2084,2011,author,8/8/2011,Media,Mark Adams
2085,2011,journalist,8/9/2011,Media,Jay Bahadur
2086,2011,ADMIRAL,9/12/2011,Military,Admiral Michael Mullen
2087,2011,journalist,9/13/2011,Media,Jim Lehrer
2088,2011,hip-hop artist,9/14/2011,Musician,Common
2089,2011,author,9/15/2011,Media,Caroline Kennedy
2090,2011,Journalist,9/20/2011,Media,Ron Suskind
2091,2011,Former Governor of Indiana,9/21/2011,Politician,Mitch Daniels
2092,2011,former governor of michigan,9/22/2011,Politician,Jennifer Granholm
2093,2011,Former U.S. Congressman,9/26/2011,Politician,Ron Paul
2094,2011,actor,9/27/2011,Acting,Seth Rogen
2095,2011,television host,9/28/2011,Media,Bill O'Reilly
2096,2011,Singer,9/29/2011,Musician,Tony Bennett
2097,2011,former governor of louisiana,9/6/2011,Politician,Buddy Roemer
2098,2011,neurosurgeon,9/7/2011,Science,Dr. Sanjay Gupta
2099,2011,actress,9/8/2011,Acting,Marion Cotillard
2100,2012,legal analyst,1/10/2012,Misc,Andrew Napolitano
2101,2012,former us senator,1/11/2012,Politician,Jim DeMint
2102,2012,singer-songwriter,1/12/2012,Musician,Dolly Parton
2103,2012,correspondent,1/16/2012,Media,Jodi Kantor
2104,2012,actor,1/17/2012,Acting,Liam Neeson
2105,2012,journalist,1/18/2012,Media,Joe Nocera
2106,2012,actress,1/19/2012,Acting,Elizabeth Banks
2107,2012,former hhs secretary,1/23/2012,Politician,Kathleen Sebelius
2108,2012,us senator,1/24/2012,Politician,Elizabeth Warren
2109,2012,Writer,1/25/2012,Media,Paula Broadwell
2110,2012,actress,1/26/2012,Acting,Tilda Swinton
2111,2012,basketball player,1/3/2012,Athletics,Charles Barkley
2112,2012,television personality,1/30/2012,Media,Lou Dobbs
2113,2012,professor,1/31/2012,Academic,Jonathan Macey
2114,2012,historian,1/4/2012,Academic,Elizabeth Dowling Taylor
2115,2012,author,1/5/2012,Media,Craig Shirley
2116,2012,film director,1/9/2012,Media,George Lucas
2117,2012,former governor of california,10/1/2012,Politician,Arnold Schwarzenegger
2118,2012,Basketball player,10/10/2012,Athletics,Magic Johnson
2119,2012,Film director,10/11/2012,Media,Paul Thomas Anderson
2120,2012,author,10/15/2012,Media,J. K. Rowling
2121,2012,author,10/16/2012,Media,Eugene Jarecki
2122,2012,Statistician,10/17/2012,Media,Nate Silver
2123,2012,president,10/18/2012,Politician,President Barack Obama
2124,2012,actor,10/2/2012,Acting,Liam Neeson
2125,2012,actor,10/22/2012,Acting,D. L. Hughley
2126,2012,actor,10/23/2012,Acting,Gerard Butler
2127,2012,military,10/24/2012,Military,Dakota Meyer
2128,2012,Minority Leader of the United States House of ...,10/25/2012,Politician,Nancy Pelosi
2129,2012,United States Senate member,10/3/2012,Politician,Rand Paul
2130,2012,journalist,10/31/2012,Media,Jon Ronson
2131,2012,television host,10/4/2012,Media,Bill O'Reilly
2132,2012,Musician,10/8/2012,Musician,Pete Townshend
2133,2012,actor,10/9/2012,Acting,Ben Affleck
2134,2012,journalist,11/1/2012,Media,Bob Woodruff
2135,2012,Former Governor of Arkansas,11/12/2012,Politician,Mike Huckabee
2136,2012,actor,11/13/2012,Acting,Jason Sudeikis
2137,2012,editor,11/14/2012,Media,Jon Meacham
2138,2012,legal analyst,11/15/2012,Misc,Andrew Napolitano
2139,2012,author,11/26/2012,Media,David Nasaw
2140,2012,business magnate,11/27/2012,Business,Warren Buffett and Carol Loomis
2141,2012,journalist,11/27/2012,Media,Warren Buffett and Carol Loomis
2142,2012,Singer-songwriter,11/28/2012,Musician,Neil Young
2143,2012,journalist,11/29/2012,Media,Calvin Trillin
2144,2012,Reporter,11/5/2012,Media,Martha Raddatz
2145,2012,NaN,11/6/2012,NaN,Election Night: This Ends Now
2146,2012,Statistician,11/7/2012,Media,Nate Silver
2147,2012,film director,11/8/2012,Media,Katie Dellamaggiore and Pobo Efekoro
2148,2012,chess player,11/8/2012,Misc,Katie Dellamaggiore and Pobo Efekoro
2149,2012,canon,12/10/2012,Clergy,Bishop Gene Robinson
2150,2012,actress,12/11/2012,Acting,Laura Linney
2151,2012,us senator,12/12/2012,Politician,Cory Booker
2152,2012,actress,12/13/2012,Acting,Kristen Stewart
2153,2012,actor,12/3/2012,Acting,Denis Leary
2154,2012,Baseball player,12/4/2012,Athletics,R.A. Dickey
2155,2012,former us senator,12/5/2012,Politician,Alan Simpson
2156,2012,governor of new jersey,12/6/2012,Politician,Chris Christie
2157,2012,actor,2/1/2012,Acting,Brad Pitt
2158,2012,Journalist,2/1/2012,Media,Masha Gessen
2159,2012,fbi agent,2/13/2012,Government,Ali Soufan
2160,2012,Comedian,2/14/2012,Comedy,Ricky Gervais
2161,2012,us representative,2/15/2012,Politician,Louise Slaughter
2162,2012,us secetary of education,2/16/2012,Politician,Arne Duncan
2163,2012,author,2/2/2012,Media,David Agus
2164,2012,AUTHOR,2/20/2012,Media,Alan Huffman & Michael Rejebian
2165,2012,AUTHOR,2/20/2012,Media,Alan Huffman & Michael Rejebian
2166,2012,Former U.S. senator,2/21/2012,Politician,Russ Feingold
2167,2012,historian,2/22/2012,Academic,Bruce Bartlett
2168,2012,actor,2/23/2012,Acting,Paul Rudd
2169,2012,Astrophysicist,2/27/2012,Science,Neil deGrasse Tyson
2170,2012,Writer,2/28/2012,Media,Stephen Merchant
2171,2012,professor,3/1/2012,Academic,M. Cathleen Kaveny
2172,2012,political advocate,3/12/2012,Advocacy,Grover Norquist
2173,2012,actor,3/13/2012,Acting,Will Ferrell
2174,2012,Film actress,3/14/2012,Acting,Rachel Weisz
2175,2012,NaN,3/15/2012,NaN,None
2176,2012,Basketball player,3/26/2012,Athletics,Shaquille O'Neal
2177,2012,Journalist,3/27/2012,Media,Maria Goodavage
2178,2012,journalist,3/28/2012,Media,Ahmed Rashid
2179,2012,television host,3/29/2012,Media,Rachel Maddow
2180,2012,United States Secretary of Housing and Urban D...,3/5/2012,Politician,Shaun Donovan
2181,2012,actress,3/6/2012,Acting,Julianne Moore
2182,2012,activist,3/7/2012,Advocacy,Cecile Richards
2183,2012,Author,3/8/2012,Media,Trita Parsi
2184,2012,business magnate,4/10/2012,Business,Elon Musk
2185,2012,Comedian,4/11/2012,Comedy,Ricky Gervais
2186,2012,bassist,4/12/2012,Musician,Esperanza Spalding
2187,2012,primatologist,4/16/2012,Science,Jane Goodall
2188,2012,actress,4/17/2012,Acting,Julia Louis-Dreyfus
2189,2012,Former United States Secretary of Labor,4/18/2012,Politician,Robert Reich
2190,2012,author,4/19/2012,Media,Judy Smith
2191,2012,Former President of the Maldives,4/2/2012,Politician,Mohamed Nasheed
2192,2012,business person,4/23/2012,Business,Ben Rattray
2193,2012,Former United States Secretary of State,4/24/2012,Politician,Madeleine Albright
2194,2012,actor,4/25/2012,Acting,Jason Segel
2195,2012,Freelance writer,4/26/2012,Media,Robert Draper
2196,2012,Attorney,4/3/2012,Misc,Tom Goldstein
2197,2012,Author,4/30/2012,Media,Zach Wahls
2198,2012,law professor,4/4/2012,Academic,Jack Goldsmith
2199,2012,chef,4/5/2012,Misc,Anthony Bourdain
2200,2012,Reporter,4/9/2012,Media,Tim Weiner
2201,2012,author,5/1/2012,Media,David Barton
2202,2012,Journalist,5/10/2012,Media,Robert Caro
2203,2012,us senator,5/2/2012,Politician,Sen. Tom Coburn
2204,2012,first lady,5/29/2012,Politician,First Lady Michelle Obama
2205,2012,Broadcaster,5/3/2012,Media,Peter Bergen
2206,2012,journalist,5/30/2012,Media,Dan Rather
2207,2012,actor,5/31/2012,Acting,Jim Parsons
2208,2012,CHARACTER,5/7/2012,Comedy,"Admiral General Aladeen"""
2209,2012,us permanent representative to nato,5/8/2012,Government,Ambassador Ivo Daalder
2210,2012,priest,5/9/2012,Clergy,John R. Hall
2211,2012,mayor of london,6/11/2012,Politician,Boris Johnson
2212,2012,former us secretary of defense,6/12/2012,Politician,Colin Powell
2213,2012,actress,6/13/2012,Acting,Maggie Gyllenhaal
2214,2012,actress,6/14/2012,Acting,Catherine Zeta-Jones
2215,2012,Journalist,6/18/2012,Media,Parmy Olson
2216,2012,actor,6/19/2012,Acting,Denis Leary
2217,2012,actor,6/20/2012,Acting,Steve Carell
2218,2012,satirist,6/21/2012,Media,Bassem Youssef
2219,2012,United States Senator,6/25/2012,Politician,Marco Rubio
2220,2012,television Series Creator,6/26/2012,Media,Seth MacFarlane
2221,2012,actor,6/27/2012,Acting,Andrew Garfield
2222,2012,Rock duo,6/28/2012,Musician,Tenacious D
2223,2012,author,6/4/2012,Media,Thomas Mann & Norman Ornstein
2224,2012,author,6/4/2012,Media,Thomas Mann & Norman Ornstein
2225,2012,former governor of new mexico,6/5/2012,Politician,Gary Johnson
2226,2012,actor,6/6/2012,Acting,Michael Fassbender
2227,2012,author,6/7/2012,Media,Edward Conard
2228,2012,comedian,7/16/2012,Comedy,Louis C.K.
2229,2012,American football wide receiver,7/17/2012,Athletics,Victor Cruz
2230,2012,actress,7/18/2012,Acting,Sigourney Weaver
2231,2012,journalist,7/19/2012,Media,E.J. Dionne
2232,2012,journalist,7/23/2012,Media,Fareed Zakaria
2233,2012,actor,7/24/2012,Acting,Matthew McConaughey
2234,2012,economist,7/25/2012,Academic,Joseph Stiglitz
2235,2012,Stand-up comedian,7/26/2012,Comedy,"Zach the Erect"" Galifianakis & Will Ferrell"""
2236,2012,actor,7/26/2012,Acting,"Zach the Erect"" Galifianakis & Will Ferrell"""
2237,2012,actress,7/30/2012,Acting,Rashida Jones
2238,2012,economist,7/31/2012,Academic,Dambisa Moyo
2239,2012,journalist,8/1/2012,Media,Fred Guterl
2240,2012,actor,8/13/2012,Acting,Robert Pattinson
2241,2012,Beach Volleyball Player,8/14/2012,Athletics,Misty May-Treanor
2242,2012,journalist,8/15/2012,Media,Brian Williams
2243,2012,actor,8/16/2012,Acting,Rob Corddry
2244,2012,actress,8/2/2012,Acting,Jessica Biel
2245,2012,United States Senator,8/28/2012,Politician,Marco Rubio
2246,2012,author,8/29/2012,Media,Herman Cain
2247,2012,Former Lieutenant Governor of Maryland,8/30/2012,Politician,Michael Steele
2248,2012,NaN,8/31/2012,NaN,none
2249,2012,Consultant,8/6/2012,Political Aide,Tim Gunn
2250,2012,Author,8/7/2012,Media,Saima Wahab
2251,2012,comedian,8/8/2012,Comedy,Chris Rock
2252,2012,author,8/9/2012,Media,Joanna Brooks
2253,2012,Diplomat,9/17/2012,Government,Kofi Annan
2254,2012,Novelist,9/18/2012,Media,Salman Rushdie
2255,2012,Product line,9/19/2012,Misc,Pink
2256,2012,us president,9/20/2012,Politician,Bill Clinton
2257,2012,king,9/25/2012,Politician,Abdullah II bin Al-Hussein
2258,2012,actress,9/26/2012,Acting,Olivia Wilde
2259,2012,basketball player,9/27/2012,Athletics,Amar'e Stoudemire
2260,2012,Journalist,9/4/2012,Media,Tom Brokaw
2261,2012,United States Senator,9/5/2012,Politician,Kirsten Gillibrand
2262,2012,economist,9/6/2012,Academic,Austan Goolsbee
2263,2012,NaN,9/7/2012,NaN,none
2264,2013,actor,1/10/2013,Acting,Josh Brolin
2265,2013,Musician,1/14/2013,Musician,Roger Waters
2266,2013,journalist,1/15/2013,Media,Bob Schieffer
2267,2013,actress,1/16/2013,Acting,Jessica Chastain
2268,2013,actress,1/17/2013,Acting,Lena Dunham
2269,2013,Associate Justice of the Supreme Court of the ...,1/21/2013,Government,Sonia Sotomayor
2270,2013,actress,1/22/2013,Acting,Jennifer Lopez
2271,2013,professor,1/23/2013,Academic,Missy Cummings
2272,2013,actor,1/24/2013,Acting,Christopher Walken
2273,2013,sportscaster,1/28/2013,Media,Bob Costas
2274,2013,actress,1/29/2013,Acting,Melissa McCarthy
2275,2013,former vice president,1/30/2013,Politician,Al Gore
2276,2013,actor,1/31/2013,Acting,Jason Bateman
2277,2013,actress,1/7/2013,Acting,Anne Hathaway
2278,2013,armed forces officer,1/8/2013,Military,Stanley McChrystal
2279,2013,actor,1/9/2013,Acting,Jeff Bridges
2280,2013,actor,10/1/2013,Acting,David Mitchell
2281,2013,biographer,10/10/2013,Media,Brian Jay Jones
2282,2013,actress,10/2/2013,Acting,Sandra Bullock
2283,2013,economist,10/21/2013,Academic,Alan Greenspan
2284,2013,Journalist,10/22/2013,Media,Malcolm Gladwell
2285,2013,columnist,10/23/2013,Media,Charles Krauthammer
2286,2013,actor,10/24/2013,Acting,Chiwetel Ejiofor
2287,2013,actor,10/28/2013,Acting,Nick Offerman
2288,2013,us representative,10/29/2013,Politician,Debbie Wasserman Schultz
2289,2013,actress,10/3/2013,Acting,Kerry Washington
2290,2013,historian,10/30/2013,Academic,Diane Ravitch
2291,2013,author,10/31/2013,Media,Mark Fainaru-Wada
2292,2013,former hhs secretary,10/7/2013,Politician,Kathleen Sebelius
2293,2013,activist,10/8/2013,Advocacy,Malala Yousafzai
2294,2013,actor,10/9/2013,Acting,Michael Fassbender
2295,2013,biographer,11/11/2013,Media,Doris Kearns Goodwin
2296,2013,former us representative,11/12/2013,Politician,Joe Scarborough
2297,2013,actor,11/13/2013,Acting,Keegan-Michael Key and Jordan Peele
2298,2013,actor,11/13/2013,Acting,Keegan-Michael Key and Jordan Peele
2299,2013,actor,11/14/2013,Acting,Geoffrey Rush
2300,2013,actress,11/18/2013,Acting,Elizabeth Olsen
2301,2013,comedian,11/19/2013,Comedy,Bill Cosby
2302,2013,Journalist,11/20/2013,Media,Tom Brokaw
2303,2013,actress,11/21/2013,Acting,Jennifer Lawrence
2304,2013,journalist,11/4/2013,Media,Bob Woodruff
2305,2013,actor,11/5/2013,Acting,John Goodman
2306,2013,author,11/6/2013,Media,Monique Brinson Demery
2307,2013,Film actor,11/7/2013,Acting,Patrick Stewart
2308,2013,actress,12/10/2013,Acting,Amy Adams
2309,2013,Professor,12/11/2013,Academic,Reza Aslan
2310,2013,actress,12/12/2013,Acting,Evangeline Lilly
2311,2013,film director,12/16/2013,Media,Haifaa al-Mansour
2312,2013,businessman,12/17/2013,Business,Erik Prince
2313,2013,actor,12/18/2013,Acting,"Steve Carell, Will Ferrell, David Koechner & P..."
2314,2013,actor,12/18/2013,Acting,"Steve Carell, Will Ferrell, David Koechner & P..."
2315,2013,actor,12/18/2013,Acting,"Steve Carell, Will Ferrell, David Koechner & P..."
2316,2013,actor,12/19/2013,Acting,Jonah Hill
2317,2013,actor,12/2/2013,Acting,Ian McKellen
2318,2013,actor,12/3/2013,Acting,Jared Leto
2319,2013,film director,12/4/2013,Media,Jehane Noujaim
2320,2013,journalist,12/5/2013,Media,Jorge Ramos
2321,2013,author,12/9/2013,Media,Husain Haqqani
2322,2013,white house sommunications director,2/11/2013,Political Aide,George Stephanopoulos
2323,2013,Baseball player,2/12/2013,Athletics,Mike Piazza
2324,2013,afghan politician,2/13/2013,Politician,Fawzia Koofi
2325,2013,United States Ambassador to the United Nations,2/14/2013,Government,Susan Rice
2326,2013,actress,2/19/2013,Acting,Alison Brie
2327,2013,author,2/20/2013,Media,Helaine Olen
2328,2013,Journalist,2/21/2013,Media,Steven Brill
2329,2013,singer,2/25/2013,Musician,Donnie Wahlberg
2330,2013,film director,2/26/2013,Media,Lori Silverbush & Kristi Jacobson
2331,2013,film director,2/26/2013,Media,Lori Silverbush & Kristi Jacobson
2332,2013,Filmmaker,2/27/2013,Media,R. J. Cutler
2333,2013,television host,2/28/2013,Media,Rachel Maddow
2334,2013,Educator,2/4/2013,Advocacy,Michelle Rhee
2335,2013,police officer,2/5/2013,Government,Ray Kelly
2336,2013,businessman,2/6/2013,Business,Ed Whitacre
2337,2013,Attorney at law,2/7/2013,Misc,Neil Barofsky
2338,2013,actor,3/25/2013,Acting,Peter Dinklage
2339,2013,Reporter,3/26/2013,Media,Michael Moss
2340,2013,actress,3/27/2013,Acting,Eva Mendes
2341,2013,journalist,3/28/2013,Media,Denise Kiernan
2342,2013,actor,3/4/2013,Acting,Paul Rudd
2343,2013,Former Associate Justice of the Supreme Court ...,3/5/2013,Government,Sandra Day O'Connor
2344,2013,Astrophysicist,3/6/2013,Science,Neil deGrasse Tyson
2345,2013,Football coach,3/7/2013,Athletics,Tom Coughlin
2346,2013,Author,4/1/2013,Media,Mary Roach
